# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://waterdata.usgs.gov/nwis/help/?provisional
#
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2010-10-07 01:06:06 EDT       (vaww01)
#
# Data for the following site(s) are contained in this file
#    USGS 04015330 KNIFE RIVER NEAR TWO HARBORS, MN
# -----------------------------------------------------------------------------------
#
# Data provided for site 04015330
#    DD parameter statistic   Description
#    04   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     Ice  Ice affected  
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	04_00060_00003	04_00060_00003_cd
USGS	04015330	2004-09-19	32	A
USGS	04015330	2004-09-20	22	A
USGS	04015330	2004-09-21	38	A
USGS	04015330	2004-09-22	96	A
USGS	04015330	2004-09-23	68	A
USGS	04015330	2004-09-24	92	A
USGS	04015330	2004-09-25	76	A
USGS	04015330	2004-09-26	51	A
USGS	04015330	2004-09-27	46	A
USGS	04015330	2004-09-28	49	A
USGS	04015330	2004-09-29	35	A
USGS	04015330	2004-09-30	27	A
USGS	04015330	2004-10-01	92	A
USGS	04015330	2004-10-02	158	A
USGS	04015330	2004-10-03	90	A
USGS	04015330	2004-10-04	61	A
USGS	04015330	2004-10-05	49	A
USGS	04015330	2004-10-06	43	A
USGS	04015330	2004-10-07	31	A
USGS	04015330	2004-10-08	25	A
USGS	04015330	2004-10-09	21	A
USGS	04015330	2004-10-10	19	A
USGS	04015330	2004-10-11	17	A
USGS	04015330	2004-10-12	16	A
USGS	04015330	2004-10-13	15	A
USGS	04015330	2004-10-14	20	A
USGS	04015330	2004-10-15	25	A
USGS	04015330	2004-10-16	21	A
USGS	04015330	2004-10-17	19	A
USGS	04015330	2004-10-18	17	A
USGS	04015330	2004-10-19	17	A
USGS	04015330	2004-10-20	22	A
USGS	04015330	2004-10-21	25	A
USGS	04015330	2004-10-22	25	A
USGS	04015330	2004-10-23	709	A
USGS	04015330	2004-10-24	520	A
USGS	04015330	2004-10-25	275	A
USGS	04015330	2004-10-26	163	A
USGS	04015330	2004-10-27	116	A
USGS	04015330	2004-10-28	92	A
USGS	04015330	2004-10-29	148	A
USGS	04015330	2004-10-30	397	A
USGS	04015330	2004-10-31	226	A
USGS	04015330	2004-11-01	154	A
USGS	04015330	2004-11-02	117	A
USGS	04015330	2004-11-03	95	A
USGS	04015330	2004-11-04	79	A
USGS	04015330	2004-11-05	67	A
USGS	04015330	2004-11-06	61	A
USGS	04015330	2004-11-07	54	A
USGS	04015330	2004-11-08	47	A
USGS	04015330	2004-11-09	42	A
USGS	04015330	2004-11-10	40	A
USGS	04015330	2004-11-11	35	A
USGS	04015330	2004-11-12	30	A
USGS	04015330	2004-11-13	33	A
USGS	04015330	2004-11-14	35	A
USGS	04015330	2004-11-15	29	A
USGS	04015330	2004-11-16	27	A
USGS	04015330	2004-11-17	28	A
USGS	04015330	2004-11-18	30	A
USGS	04015330	2004-11-19	29	A
USGS	04015330	2004-11-20	44	A
USGS	04015330	2004-11-21	50	A
USGS	04015330	2004-11-22	41	A
USGS	04015330	2004-11-23	36	A
USGS	04015330	2004-11-24	38	A
USGS	04015330	2004-11-25	37	Ae
USGS	04015330	2004-11-26	35	Ae
USGS	04015330	2004-11-27	34	Ae
USGS	04015330	2004-11-28	33	Ae
USGS	04015330	2004-11-29	33	Ae
USGS	04015330	2004-11-30	32	Ae
USGS	04015330	2004-12-01	31	Ae
USGS	04015330	2004-12-02	27	Ae
USGS	04015330	2004-12-03	26	Ae
USGS	04015330	2004-12-04	24	Ae
USGS	04015330	2004-12-05	24	Ae
USGS	04015330	2004-12-06	23	Ae
USGS	04015330	2004-12-07	22	Ae
USGS	04015330	2004-12-08	22	Ae
USGS	04015330	2004-12-09	21	Ae
USGS	04015330	2004-12-10	21	Ae
USGS	04015330	2004-12-11	20	Ae
USGS	04015330	2004-12-12	20	Ae
USGS	04015330	2004-12-13	19	Ae
USGS	04015330	2004-12-14	18	Ae
USGS	04015330	2004-12-15	17	Ae
USGS	04015330	2004-12-16	16	Ae
USGS	04015330	2004-12-17	14	Ae
USGS	04015330	2004-12-18	12	Ae
USGS	04015330	2004-12-19	10	Ae
USGS	04015330	2004-12-20	8.0	Ae
USGS	04015330	2004-12-21	9.0	Ae
USGS	04015330	2004-12-22	12	Ae
USGS	04015330	2004-12-23	12	Ae
USGS	04015330	2004-12-24	12	Ae
USGS	04015330	2004-12-25	11	Ae
USGS	04015330	2004-12-26	11	Ae
USGS	04015330	2004-12-27	11	Ae
USGS	04015330	2004-12-28	11	Ae
USGS	04015330	2004-12-29	12	Ae
USGS	04015330	2004-12-30	12	Ae
USGS	04015330	2004-12-31	13	Ae
USGS	04015330	2005-01-01	13	Ae
USGS	04015330	2005-01-02	14	Ae
USGS	04015330	2005-01-03	14	Ae
USGS	04015330	2005-01-04	14	Ae
USGS	04015330	2005-01-05	14	Ae
USGS	04015330	2005-01-06	14	Ae
USGS	04015330	2005-01-07	14	Ae
USGS	04015330	2005-01-08	15	Ae
USGS	04015330	2005-01-09	15	Ae
USGS	04015330	2005-01-10	15	Ae
USGS	04015330	2005-01-11	15	Ae
USGS	04015330	2005-01-12	15	Ae
USGS	04015330	2005-01-13	15	Ae
USGS	04015330	2005-01-14	15	Ae
USGS	04015330	2005-01-15	14	Ae
USGS	04015330	2005-01-16	14	Ae
USGS	04015330	2005-01-17	14	Ae
USGS	04015330	2005-01-18	14	Ae
USGS	04015330	2005-01-19	14	Ae
USGS	04015330	2005-01-20	14	Ae
USGS	04015330	2005-01-21	15	Ae
USGS	04015330	2005-01-22	15	Ae
USGS	04015330	2005-01-23	15	Ae
USGS	04015330	2005-01-24	15	Ae
USGS	04015330	2005-01-25	15	Ae
USGS	04015330	2005-01-26	15	Ae
USGS	04015330	2005-01-27	14	Ae
USGS	04015330	2005-01-28	14	Ae
USGS	04015330	2005-01-29	14	Ae
USGS	04015330	2005-01-30	14	Ae
USGS	04015330	2005-01-31	14	Ae
USGS	04015330	2005-02-01	14	Ae
USGS	04015330	2005-02-02	14	Ae
USGS	04015330	2005-02-03	15	Ae
USGS	04015330	2005-02-04	15	Ae
USGS	04015330	2005-02-05	16	Ae
USGS	04015330	2005-02-06	18	Ae
USGS	04015330	2005-02-07	20	Ae
USGS	04015330	2005-02-08	22	Ae
USGS	04015330	2005-02-09	23	Ae
USGS	04015330	2005-02-10	23	Ae
USGS	04015330	2005-02-11	22	Ae
USGS	04015330	2005-02-12	22	Ae
USGS	04015330	2005-02-13	22	Ae
USGS	04015330	2005-02-14	22	Ae
USGS	04015330	2005-02-15	23	Ae
USGS	04015330	2005-02-16	21	Ae
USGS	04015330	2005-02-17	20	Ae
USGS	04015330	2005-02-18	19	Ae
USGS	04015330	2005-02-19	17	Ae
USGS	04015330	2005-02-20	16	Ae
USGS	04015330	2005-02-21	15	Ae
USGS	04015330	2005-02-22	16	Ae
USGS	04015330	2005-02-23	15	Ae
USGS	04015330	2005-02-24	15	Ae
USGS	04015330	2005-02-25	14	Ae
USGS	04015330	2005-02-26	14	Ae
USGS	04015330	2005-02-27	13	Ae
USGS	04015330	2005-02-28	14	Ae
USGS	04015330	2005-03-01	14	Ae
USGS	04015330	2005-03-02	13	Ae
USGS	04015330	2005-03-03	12	Ae
USGS	04015330	2005-03-04	13	Ae
USGS	04015330	2005-03-05	13	Ae
USGS	04015330	2005-03-06	14	Ae
USGS	04015330	2005-03-07	14	Ae
USGS	04015330	2005-03-08	15	Ae
USGS	04015330	2005-03-09	15	Ae
USGS	04015330	2005-03-10	16	Ae
USGS	04015330	2005-03-11	16	Ae
USGS	04015330	2005-03-12	16	Ae
USGS	04015330	2005-03-13	15	Ae
USGS	04015330	2005-03-14	14	Ae
USGS	04015330	2005-03-15	13	Ae
USGS	04015330	2005-03-16	13	Ae
USGS	04015330	2005-03-17	13	Ae
USGS	04015330	2005-03-18	13	Ae
USGS	04015330	2005-03-19	13	Ae
USGS	04015330	2005-03-20	13	Ae
USGS	04015330	2005-03-21	13	Ae
USGS	04015330	2005-03-22	13	Ae
USGS	04015330	2005-03-23	16	Ae
USGS	04015330	2005-03-24	18	Ae
USGS	04015330	2005-03-25	25	Ae
USGS	04015330	2005-03-26	34	Ae
USGS	04015330	2005-03-27	51	Ae
USGS	04015330	2005-03-28	221	Ae
USGS	04015330	2005-03-29	510	Ae
USGS	04015330	2005-03-30	845	Ae
USGS	04015330	2005-03-31	1150	Ae
USGS	04015330	2005-04-01	1140	A
USGS	04015330	2005-04-02	857	A
USGS	04015330	2005-04-03	814	A
USGS	04015330	2005-04-04	840	A
USGS	04015330	2005-04-05	904	A
USGS	04015330	2005-04-06	1030	A
USGS	04015330	2005-04-07	772	A
USGS	04015330	2005-04-08	651	A
USGS	04015330	2005-04-09	554	A
USGS	04015330	2005-04-10	461	A
USGS	04015330	2005-04-11	434	A
USGS	04015330	2005-04-12	355	A
USGS	04015330	2005-04-13	254	A
USGS	04015330	2005-04-14	189	A
USGS	04015330	2005-04-15	150	A
USGS	04015330	2005-04-16	128	A
USGS	04015330	2005-04-17	113	A
USGS	04015330	2005-04-18	98	A
USGS	04015330	2005-04-19	174	A
USGS	04015330	2005-04-20	305	A
USGS	04015330	2005-04-21	194	A
USGS	04015330	2005-04-22	151	A
USGS	04015330	2005-04-23	131	A
USGS	04015330	2005-04-24	104	A
USGS	04015330	2005-04-25	95	A
USGS	04015330	2005-04-26	135	A
USGS	04015330	2005-04-27	130	A
USGS	04015330	2005-04-28	110	A
USGS	04015330	2005-04-29	93	A
USGS	04015330	2005-04-30	79	A
USGS	04015330	2005-05-01	70	A
USGS	04015330	2005-05-02	63	A
USGS	04015330	2005-05-03	57	A
USGS	04015330	2005-05-04	52	A
USGS	04015330	2005-05-05	49	A
USGS	04015330	2005-05-06	78	A
USGS	04015330	2005-05-07	79	A
USGS	04015330	2005-05-08	77	A
USGS	04015330	2005-05-09	85	A
USGS	04015330	2005-05-10	119	A
USGS	04015330	2005-05-11	135	A
USGS	04015330	2005-05-12	117	A
USGS	04015330	2005-05-13	95	A
USGS	04015330	2005-05-14	104	A
USGS	04015330	2005-05-15	102	A
USGS	04015330	2005-05-16	82	A
USGS	04015330	2005-05-17	67	A
USGS	04015330	2005-05-18	63	A
USGS	04015330	2005-05-19	446	A
USGS	04015330	2005-05-20	313	A
USGS	04015330	2005-05-21	190	A
USGS	04015330	2005-05-22	150	A
USGS	04015330	2005-05-23	139	A
USGS	04015330	2005-05-24	104	A
USGS	04015330	2005-05-25	88	A
USGS	04015330	2005-05-26	426	A
USGS	04015330	2005-05-27	299	A
USGS	04015330	2005-05-28	267	A
USGS	04015330	2005-05-29	169	A
USGS	04015330	2005-05-30	145	A
USGS	04015330	2005-05-31	106	A
USGS	04015330	2005-06-01	80	A
USGS	04015330	2005-06-02	65	A
USGS	04015330	2005-06-03	52	A
USGS	04015330	2005-06-04	67	A
USGS	04015330	2005-06-05	378	A
USGS	04015330	2005-06-06	320	A
USGS	04015330	2005-06-07	171	A
USGS	04015330	2005-06-08	156	A
USGS	04015330	2005-06-09	168	A
USGS	04015330	2005-06-10	248	A
USGS	04015330	2005-06-11	296	A
USGS	04015330	2005-06-12	288	A
USGS	04015330	2005-06-13	158	A
USGS	04015330	2005-06-14	1200	A
USGS	04015330	2005-06-15	964	A
USGS	04015330	2005-06-16	354	A
USGS	04015330	2005-06-17	176	A
USGS	04015330	2005-06-18	109	A
USGS	04015330	2005-06-19	79	A
USGS	04015330	2005-06-20	73	A
USGS	04015330	2005-06-21	96	A
USGS	04015330	2005-06-22	67	A
USGS	04015330	2005-06-23	51	A
USGS	04015330	2005-06-24	41	A
USGS	04015330	2005-06-25	32	A
USGS	04015330	2005-06-26	27	A
USGS	04015330	2005-06-27	25	A
USGS	04015330	2005-06-28	30	A
USGS	04015330	2005-06-29	28	A
USGS	04015330	2005-06-30	224	A
USGS	04015330	2005-07-01	157	A
USGS	04015330	2005-07-02	84	A
USGS	04015330	2005-07-03	54	A
USGS	04015330	2005-07-04	42	A
USGS	04015330	2005-07-05	31	A
USGS	04015330	2005-07-06	27	A
USGS	04015330	2005-07-07	24	A
USGS	04015330	2005-07-08	21	A
USGS	04015330	2005-07-09	20	A
USGS	04015330	2005-07-10	19	A
USGS	04015330	2005-07-11	16	A
USGS	04015330	2005-07-12	15	A
USGS	04015330	2005-07-13	14	A
USGS	04015330	2005-07-14	12	A
USGS	04015330	2005-07-15	11	A
USGS	04015330	2005-07-16	15	A
USGS	04015330	2005-07-17	28	A
USGS	04015330	2005-07-18	22	A
USGS	04015330	2005-07-19	18	A
USGS	04015330	2005-07-20	14	A
USGS	04015330	2005-07-21	12	A
USGS	04015330	2005-07-22	9.9	A
USGS	04015330	2005-07-23	8.6	A
USGS	04015330	2005-07-24	8.8	A
USGS	04015330	2005-07-25	8.4	A
USGS	04015330	2005-07-26	8.6	A
USGS	04015330	2005-07-27	9.7	A
USGS	04015330	2005-07-28	9.2	A
USGS	04015330	2005-07-29	9.2	A
USGS	04015330	2005-07-30	8.0	A
USGS	04015330	2005-07-31	7.2	A
USGS	04015330	2005-08-01	6.9	A
USGS	04015330	2005-08-02	6.6	A
USGS	04015330	2005-08-03	6.4	A
USGS	04015330	2005-08-04	7.2	A
USGS	04015330	2005-08-05	7.5	A
USGS	04015330	2005-08-06	6.1	A
USGS	04015330	2005-08-07	5.1	A
USGS	04015330	2005-08-08	4.5	A
USGS	04015330	2005-08-09	4.8	A
USGS	04015330	2005-08-10	5.4	A
USGS	04015330	2005-08-11	5.7	A
USGS	04015330	2005-08-12	5.0	A
USGS	04015330	2005-08-13	4.5	A
USGS	04015330	2005-08-14	4.1	A
USGS	04015330	2005-08-15	3.9	A
USGS	04015330	2005-08-16	3.8	A
USGS	04015330	2005-08-17	3.7	A
USGS	04015330	2005-08-18	4.6	A
USGS	04015330	2005-08-19	7.2	A
USGS	04015330	2005-08-20	7.1	A
USGS	04015330	2005-08-21	5.8	A
USGS	04015330	2005-08-22	5.0	A
USGS	04015330	2005-08-23	4.0	A
USGS	04015330	2005-08-24	3.8	A
USGS	04015330	2005-08-25	3.8	A
USGS	04015330	2005-08-26	4.3	A
USGS	04015330	2005-08-27	5.4	A
USGS	04015330	2005-08-28	5.9	A
USGS	04015330	2005-08-29	4.8	A
USGS	04015330	2005-08-30	4.2	A
USGS	04015330	2005-08-31	4.0	A
USGS	04015330	2005-09-01	3.8	A
USGS	04015330	2005-09-02	3.7	A
USGS	04015330	2005-09-03	3.6	A
USGS	04015330	2005-09-04	3.5	A
USGS	04015330	2005-09-05	3.5	A
USGS	04015330	2005-09-06	3.8	A
USGS	04015330	2005-09-07	3.7	A
USGS	04015330	2005-09-08	3.5	A
USGS	04015330	2005-09-09	3.4	A
USGS	04015330	2005-09-10	10	A
USGS	04015330	2005-09-11	12	A
USGS	04015330	2005-09-12	11	A
USGS	04015330	2005-09-13	49	A
USGS	04015330	2005-09-14	36	A
USGS	04015330	2005-09-15	19	A
USGS	04015330	2005-09-16	13	A
USGS	04015330	2005-09-17	9.5	A
USGS	04015330	2005-09-18	7.8	A
USGS	04015330	2005-09-19	11	A
USGS	04015330	2005-09-20	47	A
USGS	04015330	2005-09-21	28	A
USGS	04015330	2005-09-22	18	A
USGS	04015330	2005-09-23	13	A
USGS	04015330	2005-09-24	12	A
USGS	04015330	2005-09-25	15	A
USGS	04015330	2005-09-26	19	A
USGS	04015330	2005-09-27	19	A
USGS	04015330	2005-09-28	16	A
USGS	04015330	2005-09-29	13	A
USGS	04015330	2005-09-30	11	A
USGS	04015330	2005-10-01	10	A
USGS	04015330	2005-10-02	9.8	A
USGS	04015330	2005-10-03	9.6	A
USGS	04015330	2005-10-04	43	A
USGS	04015330	2005-10-05	411	A
USGS	04015330	2005-10-06	322	A
USGS	04015330	2005-10-07	164	A
USGS	04015330	2005-10-08	104	A
USGS	04015330	2005-10-09	75	A
USGS	04015330	2005-10-10	58	A
USGS	04015330	2005-10-11	48	A
USGS	04015330	2005-10-12	41	A
USGS	04015330	2005-10-13	41	A
USGS	04015330	2005-10-14	52	A
USGS	04015330	2005-10-15	44	A
USGS	04015330	2005-10-16	36	A
USGS	04015330	2005-10-17	43	A
USGS	04015330	2005-10-18	58	A
USGS	04015330	2005-10-19	49	A
USGS	04015330	2005-10-20	42	A
USGS	04015330	2005-10-21	36	A
USGS	04015330	2005-10-22	34	A
USGS	04015330	2005-10-23	35	A
USGS	04015330	2005-10-24	35	A
USGS	04015330	2005-10-25	31	A
USGS	04015330	2005-10-26	29	A
USGS	04015330	2005-10-27	26	A
USGS	04015330	2005-10-28	24	A
USGS	04015330	2005-10-29	23	A
USGS	04015330	2005-10-30	22	A
USGS	04015330	2005-10-31	22	A
USGS	04015330	2005-11-01	22	A
USGS	04015330	2005-11-02	21	A
USGS	04015330	2005-11-03	21	A
USGS	04015330	2005-11-04	22	A
USGS	04015330	2005-11-05	46	A
USGS	04015330	2005-11-06	75	A
USGS	04015330	2005-11-07	61	A
USGS	04015330	2005-11-08	50	A
USGS	04015330	2005-11-09	44	A
USGS	04015330	2005-11-10	39	A
USGS	04015330	2005-11-11	36	A
USGS	04015330	2005-11-12	37	A
USGS	04015330	2005-11-13	256	A
USGS	04015330	2005-11-14	236	A
USGS	04015330	2005-11-15	154	A
USGS	04015330	2005-11-16	244	A
USGS	04015330	2005-11-17	103	A
USGS	04015330	2005-11-18	80	Ae
USGS	04015330	2005-11-19	79	Ae
USGS	04015330	2005-11-20	76	Ae
USGS	04015330	2005-11-21	67	Ae
USGS	04015330	2005-11-22	63	Ae
USGS	04015330	2005-11-23	56	Ae
USGS	04015330	2005-11-24	36	Ae
USGS	04015330	2005-11-25	24	Ae
USGS	04015330	2005-11-26	31	Ae
USGS	04015330	2005-11-27	92	Ae
USGS	04015330	2005-11-28	352	Ae
USGS	04015330	2005-11-29	435	A
USGS	04015330	2005-11-30	192	A
USGS	04015330	2005-12-01	123	A
USGS	04015330	2005-12-02	67	A
USGS	04015330	2005-12-03	56	Ae
USGS	04015330	2005-12-04	46	Ae
USGS	04015330	2005-12-05	38	Ae
USGS	04015330	2005-12-06	34	Ae
USGS	04015330	2005-12-07	32	Ae
USGS	04015330	2005-12-08	30	Ae
USGS	04015330	2005-12-09	29	Ae
USGS	04015330	2005-12-10	28	Ae
USGS	04015330	2005-12-11	27	Ae
USGS	04015330	2005-12-12	26	Ae
USGS	04015330	2005-12-13	30	Ae
USGS	04015330	2005-12-14	40	Ae
USGS	04015330	2005-12-15	33	Ae
USGS	04015330	2005-12-16	26	Ae
USGS	04015330	2005-12-17	23	Ae
USGS	04015330	2005-12-18	22	Ae
USGS	04015330	2005-12-19	21	Ae
USGS	04015330	2005-12-20	22	Ae
USGS	04015330	2005-12-21	20	Ae
USGS	04015330	2005-12-22	20	Ae
USGS	04015330	2005-12-23	19	Ae
USGS	04015330	2005-12-24	19	Ae
USGS	04015330	2005-12-25	19	Ae
USGS	04015330	2005-12-26	19	Ae
USGS	04015330	2005-12-27	18	Ae
USGS	04015330	2005-12-28	18	Ae
USGS	04015330	2005-12-29	18	Ae
USGS	04015330	2005-12-30	18	Ae
USGS	04015330	2005-12-31	18	Ae
USGS	04015330	2006-01-01	18	Ae
USGS	04015330	2006-01-02	18	Ae
USGS	04015330	2006-01-03	18	Ae
USGS	04015330	2006-01-04	18	Ae
USGS	04015330	2006-01-05	17	Ae
USGS	04015330	2006-01-06	17	Ae
USGS	04015330	2006-01-07	17	Ae
USGS	04015330	2006-01-08	17	Ae
USGS	04015330	2006-01-09	17	Ae
USGS	04015330	2006-01-10	16	Ae
USGS	04015330	2006-01-11	16	Ae
USGS	04015330	2006-01-12	16	Ae
USGS	04015330	2006-01-13	15	Ae
USGS	04015330	2006-01-14	15	Ae
USGS	04015330	2006-01-15	15	Ae
USGS	04015330	2006-01-16	14	Ae
USGS	04015330	2006-01-17	14	Ae
USGS	04015330	2006-01-18	13	Ae
USGS	04015330	2006-01-19	13	Ae
USGS	04015330	2006-01-20	13	Ae
USGS	04015330	2006-01-21	13	Ae
USGS	04015330	2006-01-22	14	Ae
USGS	04015330	2006-01-23	14	Ae
USGS	04015330	2006-01-24	14	Ae
USGS	04015330	2006-01-25	14	Ae
USGS	04015330	2006-01-26	15	Ae
USGS	04015330	2006-01-27	15	Ae
USGS	04015330	2006-01-28	15	Ae
USGS	04015330	2006-01-29	14	Ae
USGS	04015330	2006-01-30	14	Ae
USGS	04015330	2006-01-31	14	Ae
USGS	04015330	2006-02-01	14	Ae
USGS	04015330	2006-02-02	14	Ae
USGS	04015330	2006-02-03	14	Ae
USGS	04015330	2006-02-04	14	Ae
USGS	04015330	2006-02-05	13	Ae
USGS	04015330	2006-02-06	13	Ae
USGS	04015330	2006-02-07	13	Ae
USGS	04015330	2006-02-08	13	Ae
USGS	04015330	2006-02-09	13	Ae
USGS	04015330	2006-02-10	13	Ae
USGS	04015330	2006-02-11	12	Ae
USGS	04015330	2006-02-12	12	Ae
USGS	04015330	2006-02-13	12	Ae
USGS	04015330	2006-02-14	12	Ae
USGS	04015330	2006-02-15	12	Ae
USGS	04015330	2006-02-16	12	Ae
USGS	04015330	2006-02-17	12	Ae
USGS	04015330	2006-02-18	12	Ae
USGS	04015330	2006-02-19	12	Ae
USGS	04015330	2006-02-20	13	Ae
USGS	04015330	2006-02-21	13	Ae
USGS	04015330	2006-02-22	13	Ae
USGS	04015330	2006-02-23	13	Ae
USGS	04015330	2006-02-24	13	Ae
USGS	04015330	2006-02-25	13	Ae
USGS	04015330	2006-02-26	13	Ae
USGS	04015330	2006-02-27	13	Ae
USGS	04015330	2006-02-28	13	Ae
USGS	04015330	2006-03-01	13	Ae
USGS	04015330	2006-03-02	13	Ae
USGS	04015330	2006-03-03	13	Ae
USGS	04015330	2006-03-04	13	Ae
USGS	04015330	2006-03-05	13	Ae
USGS	04015330	2006-03-06	13	Ae
USGS	04015330	2006-03-07	14	Ae
USGS	04015330	2006-03-08	14	Ae
USGS	04015330	2006-03-09	13	Ae
USGS	04015330	2006-03-10	13	Ae
USGS	04015330	2006-03-11	13	Ae
USGS	04015330	2006-03-12	13	Ae
USGS	04015330	2006-03-13	13	Ae
USGS	04015330	2006-03-14	14	Ae
USGS	04015330	2006-03-15	15	Ae
USGS	04015330	2006-03-16	16	Ae
USGS	04015330	2006-03-17	17	Ae
USGS	04015330	2006-03-18	23	A
USGS	04015330	2006-03-19	22	A
USGS	04015330	2006-03-20	23	A
USGS	04015330	2006-03-21	22	A
USGS	04015330	2006-03-22	23	A
USGS	04015330	2006-03-23	25	A
USGS	04015330	2006-03-24	27	A
USGS	04015330	2006-03-25	24	Ae
USGS	04015330	2006-03-26	26	Ae
USGS	04015330	2006-03-27	36	Ae
USGS	04015330	2006-03-28	78	Ae
USGS	04015330	2006-03-29	329	Ae
USGS	04015330	2006-03-30	884	Ae
USGS	04015330	2006-03-31	1170	Ae
USGS	04015330	2006-04-01	964	A
USGS	04015330	2006-04-02	819	A
USGS	04015330	2006-04-03	736	A
USGS	04015330	2006-04-04	762	A
USGS	04015330	2006-04-05	686	A
USGS	04015330	2006-04-06	671	A
USGS	04015330	2006-04-07	681	A
USGS	04015330	2006-04-08	460	A
USGS	04015330	2006-04-09	390	A
USGS	04015330	2006-04-10	392	A
USGS	04015330	2006-04-11	485	A
USGS	04015330	2006-04-12	501	A
USGS	04015330	2006-04-13	380	A
USGS	04015330	2006-04-14	261	A
USGS	04015330	2006-04-15	185	A
USGS	04015330	2006-04-16	142	A
USGS	04015330	2006-04-17	114	A
USGS	04015330	2006-04-18	91	A
USGS	04015330	2006-04-19	78	A
USGS	04015330	2006-04-20	92	A
USGS	04015330	2006-04-21	102	A
USGS	04015330	2006-04-22	112	A
USGS	04015330	2006-04-23	90	A
USGS	04015330	2006-04-24	75	A
USGS	04015330	2006-04-25	63	A
USGS	04015330	2006-04-26	53	A
USGS	04015330	2006-04-27	46	A
USGS	04015330	2006-04-28	40	A
USGS	04015330	2006-04-29	36	A
USGS	04015330	2006-04-30	88	A
USGS	04015330	2006-05-01	323	A
USGS	04015330	2006-05-02	709	A
USGS	04015330	2006-05-03	572	A
USGS	04015330	2006-05-04	283	A
USGS	04015330	2006-05-05	163	A
USGS	04015330	2006-05-06	116	A
USGS	04015330	2006-05-07	90	A
USGS	04015330	2006-05-08	76	A
USGS	04015330	2006-05-09	442	A
USGS	04015330	2006-05-10	519	A
USGS	04015330	2006-05-11	623	A
USGS	04015330	2006-05-12	528	A
USGS	04015330	2006-05-13	750	A
USGS	04015330	2006-05-14	630	A
USGS	04015330	2006-05-15	392	A
USGS	04015330	2006-05-16	241	A
USGS	04015330	2006-05-17	185	A
USGS	04015330	2006-05-18	131	A
USGS	04015330	2006-05-19	100	A
USGS	04015330	2006-05-20	83	A
USGS	04015330	2006-05-21	68	A
USGS	04015330	2006-05-22	58	A
USGS	04015330	2006-05-23	51	A
USGS	04015330	2006-05-24	45	A
USGS	04015330	2006-05-25	43	A
USGS	04015330	2006-05-26	40	A
USGS	04015330	2006-05-27	35	A
USGS	04015330	2006-05-28	31	A
USGS	04015330	2006-05-29	28	A
USGS	04015330	2006-05-30	28	A
USGS	04015330	2006-05-31	25	A
USGS	04015330	2006-06-01	21	A
USGS	04015330	2006-06-02	19	A
USGS	04015330	2006-06-03	17	A
USGS	04015330	2006-06-04	16	A
USGS	04015330	2006-06-05	17	A
USGS	04015330	2006-06-06	48	A
USGS	04015330	2006-06-07	63	A
USGS	04015330	2006-06-08	43	A
USGS	04015330	2006-06-09	29	A
USGS	04015330	2006-06-10	21	A
USGS	04015330	2006-06-11	18	A
USGS	04015330	2006-06-12	15	A
USGS	04015330	2006-06-13	14	A
USGS	04015330	2006-06-14	23	A
USGS	04015330	2006-06-15	20	A
USGS	04015330	2006-06-16	16	A
USGS	04015330	2006-06-17	19	A
USGS	04015330	2006-06-18	106	A
USGS	04015330	2006-06-19	63	A
USGS	04015330	2006-06-20	38	A
USGS	04015330	2006-06-21	26	A
USGS	04015330	2006-06-22	21	A
USGS	04015330	2006-06-23	16	A
USGS	04015330	2006-06-24	16	A
USGS	04015330	2006-06-25	39	A
USGS	04015330	2006-06-26	25	A
USGS	04015330	2006-06-27	18	A
USGS	04015330	2006-06-28	17	A
USGS	04015330	2006-06-29	14	A
USGS	04015330	2006-06-30	12	A
USGS	04015330	2006-07-01	10	A
USGS	04015330	2006-07-02	12	A
USGS	04015330	2006-07-03	9.5	A
USGS	04015330	2006-07-04	7.9	A
USGS	04015330	2006-07-05	7.0	A
USGS	04015330	2006-07-06	6.3	A
USGS	04015330	2006-07-07	5.9	A
USGS	04015330	2006-07-08	6.4	A
USGS	04015330	2006-07-09	6.3	A
USGS	04015330	2006-07-10	6.2	A
USGS	04015330	2006-07-11	5.7	A
USGS	04015330	2006-07-12	5.3	A
USGS	04015330	2006-07-13	5.0	A
USGS	04015330	2006-07-14	5.4	A
USGS	04015330	2006-07-15	5.1	A
USGS	04015330	2006-07-16	4.7	A
USGS	04015330	2006-07-17	3.9	A
USGS	04015330	2006-07-18	3.6	A
USGS	04015330	2006-07-19	3.5	A
USGS	04015330	2006-07-20	3.6	A
USGS	04015330	2006-07-21	3.6	A
USGS	04015330	2006-07-22	3.3	A
USGS	04015330	2006-07-23	3.5	A
USGS	04015330	2006-07-24	7.3	A
